vente_id,date_id,client_id,produit_id,quantite,prix_unitaire_vente,montant_total,nom_produit,categorie,prix_unitaire_produit,unite_mesure,origine,nom,prenom,genre,age,ville,statut_marital,date_complete,jour,mois,mois_nom,annee,trimestre
7152,1695,176,822,4,28.13,112.52,Pois Chiches,Épicerie,112.28,Paquet,États-Unis,Benslimane,Fatima,Femme,60,Kenitra,Célibataire,2022-08-22,22,8,August,2022,3
7153,1295,97,730,8,270.81,2166.48,Mixeur,Électroménager,62.7,Paquet,Espagne,Toumi,Laila,Femme,58,Casablanca,Marié(E),2021-07-18,18,7,July,2021,3
7154,757,43,562,10,257.51,2575.1,Eau De Javel,Produits Ménagers,134.76,Kg,Espagne,Toumi,Soufiane,Homme,34,Casablanca,Célibataire,2020-01-27,27,1,January,2020,1
7155,1250,73,363,3,323.33,969.99,Melon,Fruits,172.83,Kg,France,El Fassi,Amina,Femme,59,Rabat,Marié(E),2021-06-03,3,6,June,2021,2
7156,1977,590,926,7,252.1,1764.7,Makrout,Pâtisserie,79.35,Bouteille,France,Benslimane,Hassan,Homme,63,Fès,Marié(E),2023-05-31,31,5,May,2023,2
7157,267,707,62,10,478.53,4785.3,Pastèque,Fruits,9.46,Unité,France,El Fassi,Amina,Femme,19,Tanger,Marié(E),2018-09-24,24,9,September,2018,3
7158,73,544,400,5,370.03,1850.15,Mouton,Viandes,74.97,Bouteille,Maroc,Benali,Mohamed,Homme,21,Tanger,Marié(E),2018-03-14,14,3,March,2018,1
7159,2137,980,528,10,444.46,4444.6,Liquide Vaisselle,Produits Ménagers,23.65,Litre,États-Unis,El Amrani,Youssef,Homme,32,Fès,Célibataire,2023-11-07,7,11,November,2023,4
7160,1704,327,426,6,447.8,2686.8,Lait,Produits Laitiers,17.52,Unité,Espagne,Kabbaj,Khadija,Femme,54,Tanger,Marié(E),2022-08-31,31,8,August,2022,3
7161,1830,573,994,6,74.93,449.58,Dattes,Fruits,51.0,Paquet,Espagne,Bouzid,Fatima,Femme,43,Casablanca,Célibataire,2023-01-04,4,1,January,2023,1
7162,1482,86,719,4,330.97,1323.88,Thé Vert,Boissons,117.8,Litre,États-Unis,El Amrani,Hassan,Homme,65,Kenitra,Célibataire,2022-01-21,21,1,January,2022,1
7163,981,319,767,6,231.26,1387.56,Thé Vert,Boissons,173.38,Unité,France,Ouazzani,Youssef,Homme,63,Rabat,Marié(E),2020-09-07,7,9,September,2020,3
7164,1316,508,334,10,70.86,708.6,Détergent,Produits Ménagers,42.3,Paquet,Maroc,El Amrani,Mohamed,Homme,20,Oujda,Marié(E),2021-08-08,8,8,August,2021,3
7165,1851,695,361,8,323.1,2584.8,Café,Boissons,96.51,Paquet,France,Boukhari,Hassan,Homme,24,Rabat,Célibataire,2023-01-25,25,1,January,2023,1
7166,1494,340,619,9,201.83,1816.47,Mouton,Viandes,75.39,Kg,France,Maaroufi,Fatima,Femme,65,Agadir,Marié(E),2022-02-02,2,2,February,2022,1
7167,1807,377,391,7,35.89,251.23,Poulet,Viandes,85.96,Unité,France,Benslimane,Khadija,Femme,29,Kenitra,Marié(E),2022-12-12,12,12,December,2022,4
7168,1877,871,969,6,260.8,1564.8,Dentifrice,Hygiène,52.55,Bouteille,France,Maaroufi,Amina,Femme,19,Agadir,Marié(E),2023-02-20,20,2,February,2023,1
7169,224,341,314,2,316.68,633.36,Soda,Boissons,14.51,Litre,France,El Fassi,Amina,Femme,55,Tanger,Célibataire,2018-08-12,12,8,August,2018,3
7170,1878,625,253,6,124.29,745.74,Pastèque,Fruits,11.94,Kg,Maroc,Ouazzani,Noura,Femme,29,Kenitra,Célibataire,2023-02-21,21,2,February,2023,1
7171,1978,862,266,10,262.59,2625.9,Jus D’Orange,Boissons,85.9,Kg,États-Unis,Boukhari,Fatima,Femme,60,Casablanca,Célibataire,2023-06-01,1,6,June,2023,2
7172,723,60,678,5,97.19,485.95,Yaourt,Produits Laitiers,159.18,Bouteille,Espagne,Toumi,Laila,Femme,60,Agadir,Marié(E),2019-12-24,24,12,December,2019,4
7173,537,144,523,5,345.9,1729.5,Bouilloire,Électroménager,117.67,Litre,Espagne,Toumi,Youssef,Homme,23,Kenitra,Marié(E),2019-06-21,21,6,June,2019,2
7174,1846,493,186,1,384.38,384.38,Pommes,Fruits,30.15,Unité,Espagne,Bouzid,Rachid,Homme,63,Oujda,Célibataire,2023-01-20,20,1,January,2023,1
7175,1306,922,310,1,459.8,459.8,Lessive,Produits Ménagers,92.28,Paquet,France,Boukhari,Youssef,Homme,41,Rabat,Célibataire,2021-07-29,29,7,July,2021,3
7176,1898,915,498,8,294.05,2352.4,Ventilateur,Électroménager,148.27,Paquet,Maroc,Benali,Khadija,Femme,21,Oujda,Marié(E),2023-03-13,13,3,March,2023,1
7177,1987,189,359,7,453.37,3173.59,Shampoing,Hygiène,81.76,Unité,Espagne,Maaroufi,Rachid,Homme,58,Kenitra,Marié(E),2023-06-10,10,6,June,2023,2
7178,823,35,787,5,471.93,2359.65,Shampoing,Hygiène,164.79,Bouteille,Espagne,Kabbaj,Youssef,Homme,42,Fès,Célibataire,2020-04-02,2,4,April,2020,2
7179,413,430,8,8,113.16,905.28,Bouilloire,Électroménager,142.24,Bouteille,États-Unis,Bouzid,Laila,Femme,54,Casablanca,Marié(E),2019-02-17,17,2,February,2019,1
7180,1857,831,277,8,348.37,2786.96,Eau Minérale,Boissons,134.54,Unité,Maroc,Benali,Amina,Femme,55,Fès,Marié(E),2023-01-31,31,1,January,2023,1
7181,2094,457,317,7,461.65,3231.55,Liquide Vaisselle,Produits Ménagers,157.19,Litre,Maroc,Ouazzani,Rachid,Homme,21,Marrakech,Célibataire,2023-09-25,25,9,September,2023,3
7182,1903,902,790,7,243.26,1702.82,Tomates,Légumes,166.34,Bouteille,France,Bouzid,Soufiane,Homme,34,Marrakech,Marié(E),2023-03-18,18,3,March,2023,1
7183,1659,559,596,4,208.18,832.72,Gel Douche,Hygiène,44.3,Litre,Espagne,Ouazzani,Khadija,Femme,35,Rabat,Marié(E),2022-07-17,17,7,July,2022,3
7184,1156,91,501,7,206.46,1445.22,Shampoing,Hygiène,52.25,Litre,Maroc,Ouazzani,Hassan,Homme,27,Casablanca,Marié(E),2021-03-01,1,3,March,2021,1
7185,964,83,291,5,489.01,2445.05,Bœuf,Viandes,174.83,Paquet,États-Unis,Benali,Khadija,Femme,64,Rabat,Marié(E),2020-08-21,21,8,August,2020,3
7186,2010,136,438,2,454.02,908.04,Thé Vert,Boissons,155.28,Unité,États-Unis,Boukhari,Youssef,Homme,40,Fès,Marié(E),2023-07-03,3,7,July,2023,3
7187,1742,636,858,5,228.36,1141.8,Courgettes,Légumes,149.55,Bouteille,Espagne,Benali,Mohamed,Homme,46,Fès,Marié(E),2022-10-08,8,10,October,2022,4
7188,1121,691,438,4,427.87,1711.48,Thé Vert,Boissons,155.28,Unité,États-Unis,El Amrani,Noura,Femme,24,Rabat,Marié(E),2021-01-25,25,1,January,2021,1
7189,275,66,666,10,78.36,783.6,Lait,Produits Laitiers,91.1,Litre,Espagne,Benslimane,Soufiane,Homme,18,Fès,Marié(E),2018-10-02,2,10,October,2018,4
7190,1501,472,316,3,199.83,599.49,Bouilloire,Électroménager,31.8,Unité,France,El Amrani,Fatima,Femme,29,Casablanca,Célibataire,2022-02-09,9,2,February,2022,1
7191,1712,357,903,5,452.35,2261.75,Brioche,Pâtisserie,178.85,Litre,France,Benslimane,Mohamed,Homme,65,Marrakech,Célibataire,2022-09-08,8,9,September,2022,3
7192,1679,911,147,5,8.17,40.85,Beurre,Produits Laitiers,143.94,Paquet,Maroc,Benslimane,Youssef,Homme,20,Casablanca,Célibataire,2022-08-06,6,8,August,2022,3
7193,965,450,658,1,225.56,225.56,Lentilles,Épicerie,142.6,Paquet,France,Ouazzani,Mohamed,Homme,29,Rabat,Célibataire,2020-08-22,22,8,August,2020,3
7194,1450,486,718,4,304.37,1217.48,Eau De Javel,Produits Ménagers,169.79,Bouteille,Maroc,Bouzid,Soufiane,Homme,56,Tanger,Marié(E),2021-12-20,20,12,December,2021,4
7195,1303,772,807,2,208.81,417.62,Lessive,Produits Ménagers,183.2,Bouteille,États-Unis,Bouzid,Rachid,Homme,50,Oujda,Célibataire,2021-07-26,26,7,July,2021,3
7196,747,671,322,10,414.61,4146.1,Lessive,Produits Ménagers,37.34,Bouteille,Espagne,El Amrani,Fatima,Femme,21,Rabat,Marié(E),2020-01-17,17,1,January,2020,1
7197,876,437,451,2,29.08,58.16,Riz,Épicerie,50.66,Bouteille,États-Unis,Maaroufi,Amina,Femme,43,Fès,Marié(E),2020-05-25,25,5,May,2020,2
7198,1469,289,924,9,448.6,4037.4,Couscous,Épicerie,59.52,Litre,France,El Amrani,Khadija,Femme,57,Marrakech,Célibataire,2022-01-08,8,1,January,2022,1
7199,1533,410,770,6,342.71,2056.26,Bananes,Fruits,15.44,Bouteille,Espagne,Kabbaj,Fatima,Femme,50,Rabat,Marié(E),2022-03-13,13,3,March,2022,1
7200,1023,495,521,6,265.43,1592.58,Pommes De Terre,Légumes,192.94,Bouteille,Maroc,Benali,Khadija,Femme,26,Kenitra,Marié(E),2020-10-19,19,10,October,2020,4
7201,1342,229,493,9,288.35,2595.15,Café,Boissons,190.56,Unité,États-Unis,Toumi,Rachid,Homme,48,Oujda,Célibataire,2021-09-03,3,9,September,2021,3
7202,1571,720,575,8,360.15,2881.2,Farine,Épicerie,145.31,Unité,Espagne,Maaroufi,Rachid,Homme,28,Kenitra,Marié(E),2022-04-20,20,4,April,2022,2
7203,31,933,465,10,253.9,2539.0,Brioche,Pâtisserie,103.12,Litre,France,Bouzid,Rachid,Homme,37,Fès,Marié(E),2018-01-31,31,1,January,2018,1
7204,1370,946,691,3,173.96,521.88,Oignons,Légumes,93.58,Kg,Espagne,Boukhari,Mohamed,Homme,46,Rabat,Marié(E),2021-10-01,1,10,October,2021,4
7205,1970,290,650,9,42.3,380.7,Makrout,Pâtisserie,144.14,Unité,États-Unis,Toumi,Amina,Femme,54,Rabat,Célibataire,2023-05-24,24,5,May,2023,2
7206,1498,300,26,9,162.59,1463.31,Fraises,Fruits,5.56,Kg,États-Unis,El Amrani,Amina,Femme,22,Agadir,Célibataire,2022-02-06,6,2,February,2022,1
7207,2162,718,516,8,391.87,3134.96,Lait,Produits Laitiers,60.07,Litre,États-Unis,Benali,Fatima,Femme,60,Kenitra,Célibataire,2023-12-02,2,12,December,2023,4
7208,572,869,305,2,60.25,120.5,Brioche,Pâtisserie,106.64,Kg,Espagne,Bouzid,Fatima,Femme,34,Agadir,Marié(E),2019-07-26,26,7,July,2019,3
7209,1500,213,588,7,141.66,991.62,Jus D’Orange,Boissons,50.02,Bouteille,Espagne,Benali,Mohamed,Homme,34,Marrakech,Marié(E),2022-02-08,8,2,February,2022,1
7210,2088,348,817,2,54.54,109.08,Bouilloire,Électroménager,32.67,Litre,Espagne,Maaroufi,Laila,Femme,41,Tanger,Célibataire,2023-09-19,19,9,September,2023,3
7211,1697,287,697,9,279.37,2514.33,Shampoing,Hygiène,172.46,Litre,États-Unis,Ouazzani,Amina,Femme,36,Oujda,Célibataire,2022-08-24,24,8,August,2022,3
7212,837,22,532,7,154.49,1081.43,Poivrons,Légumes,109.41,Bouteille,Espagne,Bouzid,Laila,Femme,28,Kenitra,Célibataire,2020-04-16,16,4,April,2020,2
7213,425,604,425,6,98.19,589.14,Melon,Fruits,119.95,Litre,Espagne,Maaroufi,Youssef,Homme,21,Marrakech,Célibataire,2019-03-01,1,3,March,2019,1
7214,1286,954,342,2,18.49,36.98,Courgettes,Légumes,49.11,Kg,Maroc,Benali,Mohamed,Homme,55,Agadir,Célibataire,2021-07-09,9,7,July,2021,3
7215,895,443,220,2,206.23,412.46,Dentifrice,Hygiène,117.84,Unité,États-Unis,Ouazzani,Laila,Femme,61,Tanger,Célibataire,2020-06-13,13,6,June,2020,2
7216,277,688,741,2,124.46,248.92,Poulet,Viandes,80.81,Unité,France,Maaroufi,Hassan,Homme,60,Rabat,Marié(E),2018-10-04,4,10,October,2018,4
7217,1311,559,310,9,286.06,2574.54,Lessive,Produits Ménagers,92.28,Paquet,France,Ouazzani,Khadija,Femme,35,Rabat,Marié(E),2021-08-03,3,8,August,2021,3
7218,901,351,437,3,256.41,769.23,Croissant,Pâtisserie,161.43,Bouteille,Espagne,El Amrani,Hassan,Homme,20,Kenitra,Marié(E),2020-06-19,19,6,June,2020,2
7219,1634,744,193,5,253.04,1265.2,Dattes,Fruits,83.3,Kg,Maroc,Ouazzani,Rachid,Homme,58,Tanger,Marié(E),2022-06-22,22,6,June,2022,2
7220,1653,20,97,9,263.85,2374.65,Pommes De Terre,Légumes,7.64,Kg,États-Unis,Boukhari,Soufiane,Homme,29,Rabat,Célibataire,2022-07-11,11,7,July,2022,3
7221,543,43,664,10,496.48,4964.8,Détergent,Produits Ménagers,5.7,Unité,France,Toumi,Soufiane,Homme,34,Casablanca,Célibataire,2019-06-27,27,6,June,2019,2
7222,1023,901,203,1,494.77,494.77,Fer À Repasser,Électroménager,23.5,Bouteille,Espagne,Benslimane,Amina,Femme,62,Rabat,Marié(E),2020-10-19,19,10,October,2020,4
7223,59,526,729,9,359.82,3238.38,Soda,Boissons,55.97,Paquet,États-Unis,Kabbaj,Fatima,Femme,20,Casablanca,Célibataire,2018-02-28,28,2,February,2018,1
7224,2166,215,606,3,248.85,746.55,Eau Minérale,Boissons,74.91,Paquet,France,Ouazzani,Khadija,Femme,29,Agadir,Célibataire,2023-12-06,6,12,December,2023,4
7225,523,114,538,8,439.93,3519.44,Lait,Produits Laitiers,33.35,Bouteille,Maroc,Ouazzani,Hassan,Homme,41,Oujda,Marié(E),2019-06-07,7,6,June,2019,2
7226,596,405,83,1,462.81,462.81,Melon,Fruits,136.9,Litre,États-Unis,Toumi,Mohamed,Homme,20,Tanger,Célibataire,2019-08-19,19,8,August,2019,3
7227,655,90,492,4,368.34,1473.36,Oranges,Fruits,118.52,Unité,Espagne,Bouzid,Hassan,Homme,57,Oujda,Célibataire,2019-10-17,17,10,October,2019,4
7228,1414,623,418,1,336.29,336.29,Fraises,Fruits,61.9,Bouteille,France,Ouazzani,Soufiane,Homme,40,Oujda,Marié(E),2021-11-14,14,11,November,2021,4
7229,1787,387,81,10,107.61,1076.1,Savon,Hygiène,177.06,Litre,États-Unis,Bouzid,Amina,Femme,42,Rabat,Célibataire,2022-11-22,22,11,November,2022,4
7230,1080,379,545,8,87.77,702.16,Liquide Vaisselle,Produits Ménagers,175.32,Paquet,États-Unis,Boukhari,Amina,Femme,42,Rabat,Marié(E),2020-12-15,15,12,December,2020,4
7231,155,696,623,10,401.98,4019.8,Shampoing,Hygiène,110.93,Bouteille,Espagne,Maaroufi,Amina,Femme,43,Agadir,Marié(E),2018-06-04,4,6,June,2018,2
7232,2186,491,80,3,378.96,1136.88,Sucre,Épicerie,46.72,Kg,États-Unis,El Amrani,Fatima,Femme,35,Oujda,Marié(E),2023-12-26,26,12,December,2023,4
7233,1035,5,315,2,333.37,666.74,Mouton,Viandes,177.91,Kg,États-Unis,Kabbaj,Soufiane,Homme,26,Marrakech,Marié(E),2020-10-31,31,10,October,2020,4
7234,1592,617,6,5,291.73,1458.65,Brioche,Pâtisserie,146.85,Unité,Maroc,Toumi,Laila,Femme,34,Oujda,Marié(E),2022-05-11,11,5,May,2022,2
7235,76,944,221,2,440.72,881.44,Mouton,Viandes,65.47,Kg,France,Benali,Amina,Femme,55,Kenitra,Marié(E),2018-03-17,17,3,March,2018,1
7236,130,161,776,2,390.21,780.42,Gel Douche,Hygiène,124.33,Kg,Espagne,Toumi,Amina,Femme,43,Kenitra,Célibataire,2018-05-10,10,5,May,2018,2
7237,1486,162,222,8,192.25,1538.0,Fraises,Fruits,146.95,Unité,Maroc,Ouazzani,Fatima,Femme,60,Tanger,Célibataire,2022-01-25,25,1,January,2022,1
7238,2080,449,398,2,452.56,905.12,Fer À Repasser,Électroménager,13.16,Kg,France,Maaroufi,Noura,Femme,31,Oujda,Célibataire,2023-09-11,11,9,September,2023,3
7239,1576,453,969,8,148.36,1186.88,Dentifrice,Hygiène,52.55,Bouteille,France,Benslimane,Soufiane,Homme,33,Rabat,Célibataire,2022-04-25,25,4,April,2022,2
7240,1320,429,626,2,235.78,471.56,Riz,Épicerie,83.63,Bouteille,France,Toumi,Amina,Femme,57,Rabat,Célibataire,2021-08-12,12,8,August,2021,3
7241,94,926,174,4,153.32,613.28,Poulet,Viandes,163.24,Litre,France,Bouzid,Amina,Femme,42,Rabat,Célibataire,2018-04-04,4,4,April,2018,2
7242,552,785,180,8,58.66,469.28,Détergent,Produits Ménagers,18.0,Unité,États-Unis,El Fassi,Amina,Femme,44,Casablanca,Célibataire,2019-07-06,6,7,July,2019,3
7243,789,443,640,7,466.72,3267.04,Pois Chiches,Épicerie,165.21,Paquet,États-Unis,Ouazzani,Laila,Femme,61,Tanger,Célibataire,2020-02-28,28,2,February,2020,1
7244,181,307,36,3,261.05,783.15,Pain Au Chocolat,Pâtisserie,9.9,Unité,Espagne,Boukhari,Fatima,Femme,47,Oujda,Marié(E),2018-06-30,30,6,June,2018,2
7245,1268,313,762,2,361.69,723.38,Makrout,Pâtisserie,61.75,Bouteille,États-Unis,Kabbaj,Amina,Femme,22,Fès,Célibataire,2021-06-21,21,6,June,2021,2
7246,1978,545,278,6,344.52,2067.12,Pommes De Terre,Légumes,97.92,Kg,Maroc,Maaroufi,Mohamed,Homme,28,Casablanca,Marié(E),2023-06-01,1,6,June,2023,2
7247,2127,208,743,9,182.88,1645.92,Bananes,Fruits,178.08,Kg,France,Benslimane,Hassan,Homme,39,Kenitra,Célibataire,2023-10-28,28,10,October,2023,4
7248,1909,31,183,9,158.28,1424.52,Eau De Javel,Produits Ménagers,81.62,Kg,États-Unis,Benali,Youssef,Homme,35,Kenitra,Célibataire,2023-03-24,24,3,March,2023,1
7249,1407,732,219,4,198.17,792.68,Liquide Vaisselle,Produits Ménagers,130.26,Unité,Maroc,El Fassi,Noura,Femme,30,Kenitra,Célibataire,2021-11-07,7,11,November,2021,4
7250,842,121,298,7,441.31,3089.17,Melon,Fruits,50.02,Litre,États-Unis,Benslimane,Rachid,Homme,25,Rabat,Marié(E),2020-04-21,21,4,April,2020,2
7251,1799,829,591,2,202.25,404.5,Melon,Fruits,47.75,Litre,France,Kabbaj,Mohamed,Homme,30,Rabat,Marié(E),2022-12-04,4,12,December,2022,4
7252,705,749,34,10,261.18,2611.8,Gel Douche,Hygiène,166.08,Kg,États-Unis,Maaroufi,Amina,Femme,31,Oujda,Marié(E),2019-12-06,6,12,December,2019,4
7253,1458,296,226,10,412.25,4122.5,Mouton,Viandes,198.87,Paquet,États-Unis,Boukhari,Noura,Femme,45,Kenitra,Marié(E),2021-12-28,28,12,December,2021,4
7254,1485,519,876,1,321.23,321.23,Ventilateur,Électroménager,81.0,Litre,États-Unis,Boukhari,Soufiane,Homme,28,Fès,Célibataire,2022-01-24,24,1,January,2022,1
7255,1951,690,941,9,381.65,3434.85,Ventilateur,Électroménager,113.53,Paquet,États-Unis,Boukhari,Laila,Femme,36,Rabat,Célibataire,2023-05-05,5,5,May,2023,2
7256,1973,314,714,4,485.08,1940.32,Yaourt,Produits Laitiers,159.65,Kg,Maroc,Bouzid,Noura,Femme,41,Marrakech,Célibataire,2023-05-27,27,5,May,2023,2
7257,520,793,677,5,203.74,1018.7,Poivrons,Légumes,198.65,Unité,États-Unis,Bouzid,Noura,Femme,21,Agadir,Célibataire,2019-06-04,4,6,June,2019,2
7258,783,893,375,7,238.57,1669.99,Couscous,Épicerie,48.86,Kg,France,Benali,Fatima,Femme,23,Oujda,Célibataire,2020-02-22,22,2,February,2020,1
7259,233,484,613,8,243.68,1949.44,Pommes De Terre,Légumes,164.73,Litre,Espagne,Ouazzani,Mohamed,Homme,60,Fès,Marié(E),2018-08-21,21,8,August,2018,3
7260,2128,39,288,4,220.07,880.28,Lessive,Produits Ménagers,85.01,Kg,États-Unis,Benali,Amina,Femme,39,Oujda,Marié(E),2023-10-29,29,10,October,2023,4
7261,1509,760,627,10,444.96,4449.6,Savon,Hygiène,86.31,Litre,Espagne,Benslimane,Noura,Femme,62,Fès,Célibataire,2022-02-17,17,2,February,2022,1
7262,1262,635,168,5,417.6,2088.0,Beurre,Produits Laitiers,92.3,Bouteille,France,Benali,Noura,Femme,59,Tanger,Célibataire,2021-06-15,15,6,June,2021,2
7263,234,569,673,9,106.26,956.34,Poulet,Viandes,111.82,Litre,Espagne,Benslimane,Amina,Femme,26,Marrakech,Marié(E),2018-08-22,22,8,August,2018,3
7264,749,624,328,8,349.6,2796.8,Riz,Épicerie,121.05,Kg,Maroc,Ouazzani,Noura,Femme,38,Oujda,Marié(E),2020-01-19,19,1,January,2020,1
7265,1686,732,102,9,58.88,529.92,Pommes De Terre,Légumes,50.64,Kg,Espagne,El Fassi,Noura,Femme,30,Kenitra,Célibataire,2022-08-13,13,8,August,2022,3
7266,1740,470,787,9,451.26,4061.34,Shampoing,Hygiène,164.79,Bouteille,Espagne,Benslimane,Khadija,Femme,23,Casablanca,Marié(E),2022-10-06,6,10,October,2022,4
7267,50,232,11,6,76.61,459.66,Savon,Hygiène,165.24,Kg,France,Bouzid,Hassan,Homme,42,Rabat,Célibataire,2018-02-19,19,2,February,2018,1
7268,604,691,345,6,8.13,48.78,Poivrons,Légumes,99.71,Unité,États-Unis,El Amrani,Noura,Femme,24,Rabat,Marié(E),2019-08-27,27,8,August,2019,3
7269,1277,672,916,1,487.98,487.98,Yaourt,Produits Laitiers,72.1,Bouteille,États-Unis,Benali,Mohamed,Homme,39,Agadir,Marié(E),2021-06-30,30,6,June,2021,2
7270,1370,995,473,4,331.75,1327.0,Dattes,Fruits,153.17,Kg,Espagne,Boukhari,Mohamed,Homme,35,Kenitra,Marié(E),2021-10-01,1,10,October,2021,4
7271,1237,538,159,6,332.54,1995.24,Farine,Épicerie,7.34,Paquet,États-Unis,Boukhari,Noura,Femme,49,Rabat,Marié(E),2021-05-21,21,5,May,2021,2
7272,1287,325,391,5,70.76,353.8,Poulet,Viandes,85.96,Unité,France,Boukhari,Hassan,Homme,20,Rabat,Célibataire,2021-07-10,10,7,July,2021,3
7273,187,20,6,10,221.17,2211.7,Brioche,Pâtisserie,146.85,Unité,Maroc,Boukhari,Soufiane,Homme,29,Rabat,Célibataire,2018-07-06,6,7,July,2018,3
7274,50,116,669,4,228.1,912.4,Café,Boissons,10.3,Paquet,Maroc,Maaroufi,Hassan,Homme,46,Kenitra,Marié(E),2018-02-19,19,2,February,2018,1
7275,1525,920,545,1,21.98,21.98,Liquide Vaisselle,Produits Ménagers,175.32,Paquet,États-Unis,Maaroufi,Fatima,Femme,28,Casablanca,Célibataire,2022-03-05,5,3,March,2022,1
7276,1191,888,875,7,398.99,2792.93,Jus D’Orange,Boissons,120.66,Litre,Maroc,Benslimane,Hassan,Homme,36,Kenitra,Marié(E),2021-04-05,5,4,April,2021,2
7277,1276,743,907,5,321.91,1609.55,Brioche,Pâtisserie,58.31,Paquet,Maroc,Ouazzani,Khadija,Femme,61,Rabat,Marié(E),2021-06-29,29,6,June,2021,2
7278,512,966,859,8,217.65,1741.2,Poulet,Viandes,111.06,Paquet,États-Unis,Maaroufi,Rachid,Homme,39,Tanger,Marié(E),2019-05-27,27,5,May,2019,2
7279,94,461,26,9,303.58,2732.22,Fraises,Fruits,5.56,Kg,États-Unis,Kabbaj,Soufiane,Homme,42,Casablanca,Marié(E),2018-04-04,4,4,April,2018,2
7280,1541,868,294,2,25.18,50.36,Pommes,Fruits,108.09,Litre,Maroc,Ouazzani,Rachid,Homme,31,Casablanca,Marié(E),2022-03-21,21,3,March,2022,1
7281,1357,300,326,4,447.51,1790.04,Melon,Fruits,29.18,Unité,États-Unis,El Amrani,Amina,Femme,22,Agadir,Célibataire,2021-09-18,18,9,September,2021,3
7282,167,767,710,9,218.38,1965.42,Bœuf,Viandes,139.0,Paquet,États-Unis,Boukhari,Hassan,Homme,38,Agadir,Marié(E),2018-06-16,16,6,June,2018,2
7283,1131,821,605,4,491.52,1966.08,Soda,Boissons,181.91,Kg,Espagne,Bouzid,Fatima,Femme,24,Casablanca,Marié(E),2021-02-04,4,2,February,2021,1
7284,694,373,232,5,246.45,1232.25,Beurre,Produits Laitiers,164.07,Bouteille,France,Ouazzani,Laila,Femme,30,Oujda,Célibataire,2019-11-25,25,11,November,2019,4
7285,213,172,712,7,94.74,663.18,Farine,Épicerie,166.39,Paquet,États-Unis,El Fassi,Mohamed,Homme,40,Tanger,Marié(E),2018-08-01,1,8,August,2018,3
7286,568,250,741,10,272.14,2721.4,Poulet,Viandes,80.81,Unité,France,El Amrani,Fatima,Femme,27,Fès,Marié(E),2019-07-22,22,7,July,2019,3
7287,1024,126,181,4,324.39,1297.56,Lessive,Produits Ménagers,98.6,Bouteille,États-Unis,Boukhari,Fatima,Femme,29,Tanger,Marié(E),2020-10-20,20,10,October,2020,4
7288,834,945,368,3,292.05,876.15,Farine,Épicerie,21.62,Kg,Espagne,Toumi,Fatima,Femme,35,Casablanca,Marié(E),2020-04-13,13,4,April,2020,2
7289,2100,914,698,3,193.21,579.63,Pommes De Terre,Légumes,150.94,Bouteille,Espagne,Maaroufi,Laila,Femme,44,Oujda,Célibataire,2023-10-01,1,10,October,2023,4
7290,316,818,178,1,253.37,253.37,Fraises,Fruits,59.42,Paquet,France,Bouzid,Khadija,Femme,24,Agadir,Célibataire,2018-11-12,12,11,November,2018,4
7291,91,11,777,9,149.71,1347.39,Dentifrice,Hygiène,197.45,Unité,États-Unis,Benslimane,Fatima,Femme,64,Rabat,Marié(E),2018-04-01,1,4,April,2018,2
7292,677,396,7,5,67.73,338.65,Oranges,Fruits,166.34,Unité,Espagne,Boukhari,Fatima,Femme,34,Fès,Marié(E),2019-11-08,8,11,November,2019,4
7293,435,289,878,6,294.26,1765.56,Fromage,Produits Laitiers,126.06,Litre,États-Unis,El Amrani,Khadija,Femme,57,Marrakech,Célibataire,2019-03-11,11,3,March,2019,1
7294,1047,170,614,8,109.02,872.16,Mouton,Viandes,7.72,Kg,Maroc,El Amrani,Soufiane,Homme,64,Fès,Marié(E),2020-11-12,12,11,November,2020,4
7295,583,647,987,8,28.86,230.88,Courgettes,Légumes,187.59,Unité,France,Kabbaj,Youssef,Homme,51,Oujda,Célibataire,2019-08-06,6,8,August,2019,3
7296,1346,967,17,10,352.73,3527.3,Lessive,Produits Ménagers,86.13,Bouteille,France,El Amrani,Soufiane,Homme,24,Rabat,Marié(E),2021-09-07,7,9,September,2021,3
7297,2095,133,129,9,149.42,1344.78,Shampoing,Hygiène,150.41,Paquet,Espagne,Boukhari,Hassan,Homme,32,Rabat,Marié(E),2023-09-26,26,9,September,2023,3
7298,391,870,936,4,181.54,726.16,Fer À Repasser,Électroménager,169.43,Unité,France,El Amrani,Mohamed,Homme,34,Casablanca,Célibataire,2019-01-26,26,1,January,2019,1
7299,2147,248,996,5,337.42,1687.1,Détergent,Produits Ménagers,13.91,Kg,France,Benali,Rachid,Homme,19,Kenitra,Marié(E),2023-11-17,17,11,November,2023,4
7300,1887,294,336,6,494.98,2969.88,Pois Chiches,Épicerie,43.41,Unité,France,Benslimane,Hassan,Homme,54,Tanger,Célibataire,2023-03-02,2,3,March,2023,1
7301,691,379,371,10,189.89,1898.9,Savon,Hygiène,125.7,Bouteille,France,Boukhari,Amina,Femme,42,Rabat,Marié(E),2019-11-22,22,11,November,2019,4
7302,375,738,999,9,9.14,82.26,Bouilloire,Électroménager,112.11,Kg,Espagne,El Amrani,Hassan,Homme,49,Marrakech,Célibataire,2019-01-10,10,1,January,2019,1
